,Precision,Recall,Zeroed,NmrNeighbors,NmrRecommendations,,Value,,,,,,,,,NmrRecommendations,Precision,Recall,,NmrNeighbors,Precision,Recall,,NmrRecommendations,NmrNeighbors,Zeroed,,,NmrNeighbors,NmrRecommendations
596,0.1,0.3,35,24,93,,,,,,,,,,,93,0.1,0.3,,24,0.1,0.3,,93,24,35,,596,24,93
597,0.1,0.31,34,24,95,,,,,,,,,,,95,0.1,0.31,,24,0.1,0.31,,95,24,34,,597,24,95
598,0.1,0.31,33,24,97,,,,,,,,,,,97,0.1,0.31,,24,0.1,0.31,,97,24,33,,598,24,97
599,0.1,0.32,30,24,99,,,,,,,,,,,99,0.1,0.32,,24,0.1,0.32,,99,24,30,,599,24,99
600,0.27,0.01,683,26,1,,,,,,,,,,,1,0.27,0.01,,26,0.27,0.01,,1,26,683,,600,26,1
601,0.25,0.03,457,26,3,,,,,,,,,,,3,0.25,0.03,,26,0.25,0.03,,3,26,457,,601,26,3
602,0.22,0.04,369,26,5,,,,,,,,,,,5,0.22,0.04,,26,0.22,0.04,,5,26,369,,602,26,5
603,0.2,0.05,315,26,7,,,,,,,,,,,7,0.2,0.05,,26,0.2,0.05,,7,26,315,,603,26,7
604,0.19,0.06,274,26,9,,,,,,,,,,,9,0.19,0.06,,26,0.19,0.06,,9,26,274,,604,26,9
605,0.18,0.07,249,26,11,,,,,,,,,,,11,0.18,0.07,,26,0.18,0.07,,11,26,249,,605,26,11
606,0.17,0.07,230,26,13,,,,,,,,,,,13,0.17,0.07,,26,0.17,0.07,,13,26,230,,606,26,13
607,0.16,0.08,215,26,15,,,,,,,,,,,15,0.16,0.08,,26,0.16,0.08,,15,26,215,,607,26,15
608,0.16,0.09,196,26,17,,,,,,,,,,,17,0.16,0.09,,26,0.16,0.09,,17,26,196,,608,26,17
609,0.15,0.09,185,26,19,,,,,,,,,,,19,0.15,0.09,,26,0.15,0.09,,19,26,185,,609,26,19
610,0.15,0.1,179,26,21,,,,,,,,,,,21,0.15,0.1,,26,0.15,0.1,,21,26,179,,610,26,21
611,0.14,0.11,170,26,23,,,,,,,,,,,23,0.14,0.11,,26,0.14,0.11,,23,26,170,,611,26,23
612,0.14,0.11,163,26,25,,,,,,,,,,,25,0.14,0.11,,26,0.14,0.11,,25,26,163,,612,26,25
613,0.14,0.12,155,26,27,,,,,,,,,,,27,0.14,0.12,,26,0.14,0.12,,27,26,155,,613,26,27
614,0.13,0.12,147,26,29,,,,,,,,,,,29,0.13,0.12,,26,0.13,0.12,,29,26,147,,614,26,29
615,0.13,0.13,146,26,31,,,,,,,,,,,31,0.13,0.13,,26,0.13,0.13,,31,26,146,,615,26,31
616,0.13,0.13,143,26,33,,,,,,,,,,,33,0.13,0.13,,26,0.13,0.13,,33,26,143,,616,26,33
617,0.13,0.14,136,26,35,,,,,,,,,,,35,0.13,0.14,,26,0.13,0.14,,35,26,136,,617,26,35
618,0.12,0.14,133,26,37,,,,,,,,,,,37,0.12,0.14,,26,0.12,0.14,,37,26,133,,618,26,37
619,0.12,0.15,129,26,39,,,,,,,,,,,39,0.12,0.15,,26,0.12,0.15,,39,26,129,,619,26,39
620,0.12,0.15,125,26,41,,,,,,,,,,,41,0.12,0.15,,26,0.12,0.15,,41,26,125,,620,26,41
621,0.12,0.16,118,26,43,,,,,,,,,,,43,0.12,0.16,,26,0.12,0.16,,43,26,118,,621,26,43
622,0.12,0.16,111,26,45,,,,,,,,,,,45,0.12,0.16,,26,0.12,0.16,,45,26,111,,622,26,45
623,0.12,0.17,106,26,47,,,,,,,,,,,47,0.12,0.17,,26,0.12,0.17,,47,26,106,,623,26,47
624,0.12,0.18,96,26,49,,,,,,,,,,,49,0.12,0.18,,26,0.12,0.18,,49,26,96,,624,26,49
625,0.12,0.18,94,26,51,,,,,,,,,,,51,0.12,0.18,,26,0.12,0.18,,51,26,94,,625,26,51
626,0.11,0.19,92,26,53,,,,,,,,,,,53,0.11,0.19,,26,0.11,0.19,,53,26,92,,626,26,53
627,0.11,0.19,88,26,55,,,,,,,,,,,55,0.11,0.19,,26,0.11,0.19,,55,26,88,,627,26,55
628,0.11,0.2,86,26,57,,,,,,,,,,,57,0.11,0.2,,26,0.11,0.2,,57,26,86,,628,26,57
629,0.11,0.21,81,26,59,,,,,,,,,,,59,0.11,0.21,,26,0.11,0.21,,59,26,81,,629,26,59
630,0.11,0.21,76,26,61,,,,,,,,,,,61,0.11,0.21,,26,0.11,0.21,,61,26,76,,630,26,61
631,0.11,0.22,75,26,63,,,,,,,,,,,63,0.11,0.22,,26,0.11,0.22,,63,26,75,,631,26,63
632,0.11,0.22,72,26,65,,,,,,,,,,,65,0.11,0.22,,26,0.11,0.22,,65,26,72,,632,26,65
633,0.11,0.23,67,26,67,,,,,,,,,,,67,0.11,0.23,,26,0.11,0.23,,67,26,67,,633,26,67
634,0.11,0.24,64,26,69,,,,,,,,,,,69,0.11,0.24,,26,0.11,0.24,,69,26,64,,634,26,69
635,0.11,0.24,59,26,71,,,,,,,,,,,71,0.11,0.24,,26,0.11,0.24,,71,26,59,,635,26,71
636,0.11,0.25,55,26,73,,,,,,,,,,,73,0.11,0.25,,26,0.11,0.25,,73,26,55,,636,26,73
637,0.11,0.26,52,26,75,,,,,,,,,,,75,0.11,0.26,,26,0.11,0.26,,75,26,52,,637,26,75
638,0.11,0.26,50,26,77,,,,,,,,,,,77,0.11,0.26,,26,0.11,0.26,,77,26,50,,638,26,77
639,0.11,0.27,49,26,79,,,,,,,,,,,79,0.11,0.27,,26,0.11,0.27,,79,26,49,,639,26,79
640,0.11,0.27,48,26,81,,,,,,,,,,,81,0.11,0.27,,26,0.11,0.27,,81,26,48,,640,26,81
641,0.11,0.28,45,26,83,,,,,,,,,,,83,0.11,0.28,,26,0.11,0.28,,83,26,45,,641,26,83
642,0.11,0.28,41,26,85,,,,,,,,,,,85,0.11,0.28,,26,0.11,0.28,,85,26,41,,642,26,85
643,0.11,0.29,39,26,87,,,,,,,,,,,87,0.11,0.29,,26,0.11,0.29,,87,26,39,,643,26,87
644,0.11,0.29,36,26,89,,,,,,,,,,,89,0.11,0.29,,26,0.11,0.29,,89,26,36,,644,26,89
645,0.1,0.3,34,26,91,,,,,,,,,,,91,0.1,0.3,,26,0.1,0.3,,91,26,34,,645,26,91
646,0.1,0.3,34,26,93,,,,,,,,,,,93,0.1,0.3,,26,0.1,0.3,,93,26,34,,646,26,93
647,0.1,0.31,31,26,95,,,,,,,,,,,95,0.1,0.31,,26,0.1,0.31,,95,26,31,,647,26,95
648,0.1,0.31,30,26,97,,,,,,,,,,,97,0.1,0.31,,26,0.1,0.31,,97,26,30,,648,26,97
649,0.1,0.32,29,26,99,,,,,,,,,,,99,0.1,0.32,,26,0.1,0.32,,99,26,29,,649,26,99
650,0.29,0.01,670,28,1,,,,,,,,,,,1,0.29,0.01,,28,0.29,0.01,,1,28,670,,650,28,1
651,0.24,0.03,458,28,3,,,,,,,,,,,3,0.24,0.03,,28,0.24,0.03,,3,28,458,,651,28,3
652,0.22,0.04,371,28,5,,,,,,,,,,,5,0.22,0.04,,28,0.22,0.04,,5,28,371,,652,28,5
653,0.2,0.05,302,28,7,,,,,,,,,,,7,0.2,0.05,,28,0.2,0.05,,7,28,302,,653,28,7
654,0.19,0.06,266,28,9,,,,,,,,,,,9,0.19,0.06,,28,0.19,0.06,,9,28,266,,654,28,9
655,0.18,0.07,241,28,11,,,,,,,,,,,11,0.18,0.07,,28,0.18,0.07,,11,28,241,,655,28,11
656,0.17,0.08,221,28,13,,,,,,,,,,,13,0.17,0.08,,28,0.17,0.08,,13,28,221,,656,28,13
657,0.17,0.08,206,28,15,,,,,,,,,,,15,0.17,0.08,,28,0.17,0.08,,15,28,206,,657,28,15
658,0.16,0.09,194,28,17,,,,,,,,,,,17,0.16,0.09,,28,0.16,0.09,,17,28,194,,658,28,17
659,0.15,0.1,185,28,19,,,,,,,,,,,19,0.15,0.1,,28,0.15,0.1,,19,28,185,,659,28,19
660,0.15,0.1,177,28,21,,,,,,,,,,,21,0.15,0.1,,28,0.15,0.1,,21,28,177,,660,28,21
661,0.15,0.11,170,28,23,,,,,,,,,,,23,0.15,0.11,,28,0.15,0.11,,23,28,170,,661,28,23
662,0.14,0.11,166,28,25,,,,,,,,,,,25,0.14,0.11,,28,0.14,0.11,,25,28,166,,662,28,25
663,0.14,0.12,158,28,27,,,,,,,,,,,27,0.14,0.12,,28,0.14,0.12,,27,28,158,,663,28,27
664,0.13,0.12,154,28,29,,,,,,,,,,,29,0.13,0.12,,28,0.13,0.12,,29,28,154,,664,28,29
665,0.13,0.13,151,28,31,,,,,,,,,,,31,0.13,0.13,,28,0.13,0.13,,31,28,151,,665,28,31
666,0.13,0.13,146,28,33,,,,,,,,,,,33,0.13,0.13,,28,0.13,0.13,,33,28,146,,666,28,33
667,0.13,0.14,146,28,35,,,,,,,,,,,35,0.13,0.14,,28,0.13,0.14,,35,28,146,,667,28,35
668,0.12,0.14,138,28,37,,,,,,,,,,,37,0.12,0.14,,28,0.12,0.14,,37,28,138,,668,28,37
669,0.12,0.15,132,28,39,,,,,,,,,,,39,0.12,0.15,,28,0.12,0.15,,39,28,132,,669,28,39
670,0.12,0.15,130,28,41,,,,,,,,,,,41,0.12,0.15,,28,0.12,0.15,,41,28,130,,670,28,41
671,0.12,0.16,121,28,43,,,,,,,,,,,43,0.12,0.16,,28,0.12,0.16,,43,28,121,,671,28,43
672,0.12,0.16,116,28,45,,,,,,,,,,,45,0.12,0.16,,28,0.12,0.16,,45,28,116,,672,28,45
673,0.12,0.17,110,28,47,,,,,,,,,,,47,0.12,0.17,,28,0.12,0.17,,47,28,110,,673,28,47
674,0.12,0.18,108,28,49,,,,,,,,,,,49,0.12,0.18,,28,0.12,0.18,,49,28,108,,674,28,49
675,0.12,0.18,104,28,51,,,,,,,,,,,51,0.12,0.18,,28,0.12,0.18,,51,28,104,,675,28,51
676,0.12,0.19,102,28,53,,,,,,,,,,,53,0.12,0.19,,28,0.12,0.19,,53,28,102,,676,28,53
677,0.11,0.19,93,28,55,,,,,,,,,,,55,0.11,0.19,,28,0.11,0.19,,55,28,93,,677,28,55
678,0.11,0.2,90,28,57,,,,,,,,,,,57,0.11,0.2,,28,0.11,0.2,,57,28,90,,678,28,57
679,0.11,0.21,87,28,59,,,,,,,,,,,59,0.11,0.21,,28,0.11,0.21,,59,28,87,,679,28,59
680,0.11,0.21,84,28,61,,,,,,,,,,,61,0.11,0.21,,28,0.11,0.21,,61,28,84,,680,28,61
681,0.11,0.22,81,28,63,,,,,,,,,,,63,0.11,0.22,,28,0.11,0.22,,63,28,81,,681,28,63
682,0.11,0.22,72,28,65,,,,,,,,,,,65,0.11,0.22,,28,0.11,0.22,,65,28,72,,682,28,65
683,0.11,0.23,69,28,67,,,,,,,,,,,67,0.11,0.23,,28,0.11,0.23,,67,28,69,,683,28,67
684,0.11,0.24,65,28,69,,,,,,,,,,,69,0.11,0.24,,28,0.11,0.24,,69,28,65,,684,28,69
685,0.11,0.24,64,28,71,,,,,,,,,,,71,0.11,0.24,,28,0.11,0.24,,71,28,64,,685,28,71
686,0.11,0.25,62,28,73,,,,,,,,,,,73,0.11,0.25,,28,0.11,0.25,,73,28,62,,686,28,73
687,0.11,0.25,60,28,75,,,,,,,,,,,75,0.11,0.25,,28,0.11,0.25,,75,28,60,,687,28,75
688,0.11,0.26,58,28,77,,,,,,,,,,,77,0.11,0.26,,28,0.11,0.26,,77,28,58,,688,28,77
689,0.11,0.27,52,28,79,,,,,,,,,,,79,0.11,0.27,,28,0.11,0.27,,79,28,52,,689,28,79
690,0.11,0.27,50,28,81,,,,,,,,,,,81,0.11,0.27,,28,0.11,0.27,,81,28,50,,690,28,81
691,0.11,0.28,47,28,83,,,,,,,,,,,83,0.11,0.28,,28,0.11,0.28,,83,28,47,,691,28,83
692,0.11,0.28,41,28,85,,,,,,,,,,,85,0.11,0.28,,28,0.11,0.28,,85,28,41,,692,28,85
693,0.11,0.29,40,28,87,,,,,,,,,,,87,0.11,0.29,,28,0.11,0.29,,87,28,40,,693,28,87
694,0.11,0.29,37,28,89,,,,,,,,,,,89,0.11,0.29,,28,0.11,0.29,,89,28,37,,694,28,89
695,0.11,0.3,37,28,91,,,,,,,,,,,91,0.11,0.3,,28,0.11,0.3,,91,28,37,,695,28,91
696,0.1,0.3,35,28,93,,,,,,,,,,,93,0.1,0.3,,28,0.1,0.3,,93,28,35,,696,28,93
697,0.1,0.31,35,28,95,,,,,,,,,,,95,0.1,0.31,,28,0.1,0.31,,95,28,35,,697,28,95
698,0.1,0.31,34,28,97,,,,,,,,,,,97,0.1,0.31,,28,0.1,0.31,,97,28,34,,698,28,97
699,0.1,0.32,31,28,99,,,,,,,,,,,99,0.1,0.32,,28,0.1,0.32,,99,28,31,,699,28,99
700,0.3,0.01,663,30,1,,,,,,,,,,,1,0.3,0.01,,30,0.3,0.01,,1,30,663,,700,30,1
701,0.24,0.03,468,30,3,,,,,,,,,,,3,0.24,0.03,,30,0.24,0.03,,3,30,468,,701,30,3
702,0.22,0.04,356,30,5,,,,,,,,,,,5,0.22,0.04,,30,0.22,0.04,,5,30,356,,702,30,5
703,0.2,0.05,300,30,7,,,,,,,,,,,7,0.2,0.05,,30,0.2,0.05,,7,30,300,,703,30,7
704,0.19,0.06,261,30,9,,,,,,,,,,,9,0.19,0.06,,30,0.19,0.06,,9,30,261,,704,30,9
705,0.18,0.07,241,30,11,,,,,,,,,,,11,0.18,0.07,,30,0.18,0.07,,11,30,241,,705,30,11
706,0.17,0.08,226,30,13,,,,,,,,,,,13,0.17,0.08,,30,0.17,0.08,,13,30,226,,706,30,13
707,0.16,0.08,211,30,15,,,,,,,,,,,15,0.16,0.08,,30,0.16,0.08,,15,30,211,,707,30,15
708,0.16,0.09,201,30,17,,,,,,,,,,,17,0.16,0.09,,30,0.16,0.09,,17,30,201,,708,30,17
709,0.15,0.09,192,30,19,,,,,,,,,,,19,0.15,0.09,,30,0.15,0.09,,19,30,192,,709,30,19
710,0.15,0.1,185,30,21,,,,,,,,,,,21,0.15,0.1,,30,0.15,0.1,,21,30,185,,710,30,21
711,0.14,0.11,175,30,23,,,,,,,,,,,23,0.14,0.11,,30,0.14,0.11,,23,30,175,,711,30,23
712,0.14,0.11,170,30,25,,,,,,,,,,,25,0.14,0.11,,30,0.14,0.11,,25,30,170,,712,30,25
713,0.14,0.12,165,30,27,,,,,,,,,,,27,0.14,0.12,,30,0.14,0.12,,27,30,165,,713,30,27
714,0.13,0.12,158,30,29,,,,,,,,,,,29,0.13,0.12,,30,0.13,0.12,,29,30,158,,714,30,29
715,0.13,0.13,155,30,31,,,,,,,,,,,31,0.13,0.13,,30,0.13,0.13,,31,30,155,,715,30,31
716,0.13,0.13,149,30,33,,,,,,,,,,,33,0.13,0.13,,30,0.13,0.13,,33,30,149,,716,30,33
717,0.12,0.14,144,30,35,,,,,,,,,,,35,0.12,0.14,,30,0.12,0.14,,35,30,144,,717,30,35
718,0.12,0.14,140,30,37,,,,,,,,,,,37,0.12,0.14,,30,0.12,0.14,,37,30,140,,718,30,37
719,0.12,0.15,135,30,39,,,,,,,,,,,39,0.12,0.15,,30,0.12,0.15,,39,30,135,,719,30,39
720,0.12,0.15,131,30,41,,,,,,,,,,,41,0.12,0.15,,30,0.12,0.15,,41,30,131,,720,30,41
721,0.12,0.16,128,30,43,,,,,,,,,,,43,0.12,0.16,,30,0.12,0.16,,43,30,128,,721,30,43
722,0.12,0.16,125,30,45,,,,,,,,,,,45,0.12,0.16,,30,0.12,0.16,,45,30,125,,722,30,45
723,0.11,0.17,122,30,47,,,,,,,,,,,47,0.11,0.17,,30,0.11,0.17,,47,30,122,,723,30,47
724,0.11,0.17,117,30,49,,,,,,,,,,,49,0.11,0.17,,30,0.11,0.17,,49,30,117,,724,30,49
725,0.11,0.18,110,30,51,,,,,,,,,,,51,0.11,0.18,,30,0.11,0.18,,51,30,110,,725,30,51
726,0.11,0.18,103,30,53,,,,,,,,,,,53,0.11,0.18,,30,0.11,0.18,,53,30,103,,726,30,53
727,0.11,0.19,97,30,55,,,,,,,,,,,55,0.11,0.19,,30,0.11,0.19,,55,30,97,,727,30,55
728,0.11,0.19,95,30,57,,,,,,,,,,,57,0.11,0.19,,30,0.11,0.19,,57,30,95,,728,30,57
729,0.11,0.2,92,30,59,,,,,,,,,,,59,0.11,0.2,,30,0.11,0.2,,59,30,92,,729,30,59
730,0.11,0.21,86,30,61,,,,,,,,,,,61,0.11,0.21,,30,0.11,0.21,,61,30,86,,730,30,61
731,0.11,0.21,84,30,63,,,,,,,,,,,63,0.11,0.21,,30,0.11,0.21,,63,30,84,,731,30,63
732,0.11,0.22,75,30,65,,,,,,,,,,,65,0.11,0.22,,30,0.11,0.22,,65,30,75,,732,30,65
733,0.11,0.23,70,30,67,,,,,,,,,,,67,0.11,0.23,,30,0.11,0.23,,67,30,70,,733,30,67
734,0.11,0.23,70,30,69,,,,,,,,,,,69,0.11,0.23,,30,0.11,0.23,,69,30,70,,734,30,69
735,0.11,0.24,70,30,71,,,,,,,,,,,71,0.11,0.24,,30,0.11,0.24,,71,30,70,,735,30,71
736,0.11,0.24,65,30,73,,,,,,,,,,,73,0.11,0.24,,30,0.11,0.24,,73,30,65,,736,30,73
737,0.11,0.25,64,30,75,,,,,,,,,,,75,0.11,0.25,,30,0.11,0.25,,75,30,64,,737,30,75
738,0.11,0.25,61,30,77,,,,,,,,,,,77,0.11,0.25,,30,0.11,0.25,,77,30,61,,738,30,77
739,0.11,0.26,55,30,79,,,,,,,,,,,79,0.11,0.26,,30,0.11,0.26,,79,30,55,,739,30,79
740,0.11,0.27,54,30,81,,,,,,,,,,,81,0.11,0.27,,30,0.11,0.27,,81,30,54,,740,30,81
741,0.11,0.27,50,30,83,,,,,,,,,,,83,0.11,0.27,,30,0.11,0.27,,83,30,50,,741,30,83
742,0.11,0.28,46,30,85,,,,,,,,,,,85,0.11,0.28,,30,0.11,0.28,,85,30,46,,742,30,85
743,0.11,0.29,43,30,87,,,,,,,,,,,87,0.11,0.29,,30,0.11,0.29,,87,30,43,,743,30,87
744,0.1,0.29,40,30,89,,,,,,,,,,,89,0.1,0.29,,30,0.1,0.29,,89,30,40,,744,30,89
745,0.1,0.3,40,30,91,,,,,,,,,,,91,0.1,0.3,,30,0.1,0.3,,91,30,40,,745,30,91
746,0.1,0.3,38,30,93,,,,,,,,,,,93,0.1,0.3,,30,0.1,0.3,,93,30,38,,746,30,93
747,0.1,0.3,38,30,95,,,,,,,,,,,95,0.1,0.3,,30,0.1,0.3,,95,30,38,,747,30,95
748,0.1,0.31,36,30,97,,,,,,,,,,,97,0.1,0.31,,30,0.1,0.31,,97,30,36,,748,30,97
749,0.1,0.31,32,30,99,,,,,,,,,,,99,0.1,0.31,,30,0.1,0.31,,99,30,32,,749,30,99
750,0.27,0.01,690,32,1,,,,,,,,,,,1,0.27,0.01,,32,0.27,0.01,,1,32,690,,750,32,1
751,0.25,0.03,459,32,3,,,,,,,,,,,3,0.25,0.03,,32,0.25,0.03,,3,32,459,,751,32,3
752,0.22,0.04,367,32,5,,,,,,,,,,,5,0.22,0.04,,32,0.22,0.04,,5,32,367,,752,32,5
753,0.2,0.05,312,32,7,,,,,,,,,,,7,0.2,0.05,,32,0.2,0.05,,7,32,312,,753,32,7
754,0.19,0.06,278,32,9,,,,,,,,,,,9,0.19,0.06,,32,0.19,0.06,,9,32,278,,754,32,9
755,0.18,0.07,248,32,11,,,,,,,,,,,11,0.18,0.07,,32,0.18,0.07,,11,32,248,,755,32,11
756,0.17,0.08,232,32,13,,,,,,,,,,,13,0.17,0.08,,32,0.17,0.08,,13,32,232,,756,32,13
757,0.17,0.08,217,32,15,,,,,,,,,,,15,0.17,0.08,,32,0.17,0.08,,15,32,217,,757,32,15
758,0.16,0.09,206,32,17,,,,,,,,,,,17,0.16,0.09,,32,0.16,0.09,,17,32,206,,758,32,17
759,0.15,0.1,191,32,19,,,,,,,,,,,19,0.15,0.1,,32,0.15,0.1,,19,32,191,,759,32,19
760,0.15,0.1,185,32,21,,,,,,,,,,,21,0.15,0.1,,32,0.15,0.1,,21,32,185,,760,32,21
761,0.14,0.11,177,32,23,,,,,,,,,,,23,0.14,0.11,,32,0.14,0.11,,23,32,177,,761,32,23
762,0.14,0.11,167,32,25,,,,,,,,,,,25,0.14,0.11,,32,0.14,0.11,,25,32,167,,762,32,25
763,0.14,0.12,161,32,27,,,,,,,,,,,27,0.14,0.12,,32,0.14,0.12,,27,32,161,,763,32,27
764,0.13,0.12,155,32,29,,,,,,,,,,,29,0.13,0.12,,32,0.13,0.12,,29,32,155,,764,32,29
765,0.13,0.13,151,32,31,,,,,,,,,,,31,0.13,0.13,,32,0.13,0.13,,31,32,151,,765,32,31
766,0.13,0.13,148,32,33,,,,,,,,,,,33,0.13,0.13,,32,0.13,0.13,,33,32,148,,766,32,33
767,0.12,0.14,144,32,35,,,,,,,,,,,35,0.12,0.14,,32,0.12,0.14,,35,32,144,,767,32,35
768,0.12,0.14,137,32,37,,,,,,,,,,,37,0.12,0.14,,32,0.12,0.14,,37,32,137,,768,32,37
769,0.12,0.15,131,32,39,,,,,,,,,,,39,0.12,0.15,,32,0.12,0.15,,39,32,131,,769,32,39
770,0.12,0.15,128,32,41,,,,,,,,,,,41,0.12,0.15,,32,0.12,0.15,,41,32,128,,770,32,41
771,0.12,0.16,125,32,43,,,,,,,,,,,43,0.12,0.16,,32,0.12,0.16,,43,32,125,,771,32,43
772,0.12,0.16,121,32,45,,,,,,,,,,,45,0.12,0.16,,32,0.12,0.16,,45,32,121,,772,32,45
773,0.11,0.16,118,32,47,,,,,,,,,,,47,0.11,0.16,,32,0.11,0.16,,47,32,118,,773,32,47
774,0.11,0.17,115,32,49,,,,,,,,,,,49,0.11,0.17,,32,0.11,0.17,,49,32,115,,774,32,49
775,0.11,0.17,111,32,51,,,,,,,,,,,51,0.11,0.17,,32,0.11,0.17,,51,32,111,,775,32,51
776,0.11,0.18,108,32,53,,,,,,,,,,,53,0.11,0.18,,32,0.11,0.18,,53,32,108,,776,32,53
777,0.11,0.19,103,32,55,,,,,,,,,,,55,0.11,0.19,,32,0.11,0.19,,55,32,103,,777,32,55
778,0.11,0.19,99,32,57,,,,,,,,,,,57,0.11,0.19,,32,0.11,0.19,,57,32,99,,778,32,57
779,0.11,0.2,96,32,59,,,,,,,,,,,59,0.11,0.2,,32,0.11,0.2,,59,32,96,,779,32,59
780,0.11,0.2,90,32,61,,,,,,,,,,,61,0.11,0.2,,32,0.11,0.2,,61,32,90,,780,32,61
781,0.11,0.21,82,32,63,,,,,,,,,,,63,0.11,0.21,,32,0.11,0.21,,63,32,82,,781,32,63
782,0.11,0.22,80,32,65,,,,,,,,,,,65,0.11,0.22,,32,0.11,0.22,,65,32,80,,782,32,65
783,0.11,0.22,76,32,67,,,,,,,,,,,67,0.11,0.22,,32,0.11,0.22,,67,32,76,,783,32,67
784,0.11,0.23,71,32,69,,,,,,,,,,,69,0.11,0.23,,32,0.11,0.23,,69,32,71,,784,32,69
785,0.11,0.23,66,32,71,,,,,,,,,,,71,0.11,0.23,,32,0.11,0.23,,71,32,66,,785,32,71
786,0.11,0.24,61,32,73,,,,,,,,,,,73,0.11,0.24,,32,0.11,0.24,,73,32,61,,786,32,73
787,0.11,0.24,59,32,75,,,,,,,,,,,75,0.11,0.24,,32,0.11,0.24,,75,32,59,,787,32,75
788,0.11,0.25,57,32,77,,,,,,,,,,,77,0.11,0.25,,32,0.11,0.25,,77,32,57,,788,32,77
789,0.11,0.26,53,32,79,,,,,,,,,,,79,0.11,0.26,,32,0.11,0.26,,79,32,53,,789,32,79
790,0.11,0.26,50,32,81,,,,,,,,,,,81,0.11,0.26,,32,0.11,0.26,,81,32,50,,790,32,81
791,0.11,0.27,48,32,83,,,,,,,,,,,83,0.11,0.27,,32,0.11,0.27,,83,32,48,,791,32,83
792,0.11,0.28,46,32,85,,,,,,,,,,,85,0.11,0.28,,32,0.11,0.28,,85,32,46,,792,32,85
793,0.11,0.28,42,32,87,,,,,,,,,,,87,0.11,0.28,,32,0.11,0.28,,87,32,42,,793,32,87
794,0.1,0.29,42,32,89,,,,,,,,,,,89,0.1,0.29,,32,0.1,0.29,,89,32,42,,794,32,89
795,0.1,0.29,39,32,91,,,,,,,,,,,91,0.1,0.29,,32,0.1,0.29,,91,32,39,,795,32,91
796,0.1,0.3,37,32,93,,,,,,,,,,,93,0.1,0.3,,32,0.1,0.3,,93,32,37,,796,32,93
797,0.1,0.3,34,32,95,,,,,,,,,,,95,0.1,0.3,,32,0.1,0.3,,95,32,34,,797,32,95
798,0.1,0.31,33,32,97,,,,,,,,,,,97,0.1,0.31,,32,0.1,0.31,,97,32,33,,798,32,97
799,0.1,0.31,31,32,99,,,,,,,,,,,99,0.1,0.31,,32,0.1,0.31,,99,32,31,,799,32,99
800,0.27,0.01,686,34,1,,,,,,,,,,,1,0.27,0.01,,34,0.27,0.01,,1,34,686,,800,34,1
801,0.25,0.03,465,34,3,,,,,,,,,,,3,0.25,0.03,,34,0.25,0.03,,3,34,465,,801,34,3
802,0.22,0.04,360,34,5,,,,,,,,,,,5,0.22,0.04,,34,0.22,0.04,,5,34,360,,802,34,5
803,0.2,0.05,310,34,7,,,,,,,,,,,7,0.2,0.05,,34,0.2,0.05,,7,34,310,,803,34,7
804,0.19,0.06,283,34,9,,,,,,,,,,,9,0.19,0.06,,34,0.19,0.06,,9,34,283,,804,34,9
805,0.18,0.07,248,34,11,,,,,,,,,,,11,0.18,0.07,,34,0.18,0.07,,11,34,248,,805,34,11
806,0.17,0.08,227,34,13,,,,,,,,,,,13,0.17,0.08,,34,0.17,0.08,,13,34,227,,806,34,13
807,0.17,0.08,217,34,15,,,,,,,,,,,15,0.17,0.08,,34,0.17,0.08,,15,34,217,,807,34,15
808,0.16,0.09,205,34,17,,,,,,,,,,,17,0.16,0.09,,34,0.16,0.09,,17,34,205,,808,34,17
809,0.15,0.1,193,34,19,,,,,,,,,,,19,0.15,0.1,,34,0.15,0.1,,19,34,193,,809,34,19
810,0.15,0.1,181,34,21,,,,,,,,,,,21,0.15,0.1,,34,0.15,0.1,,21,34,181,,810,34,21
811,0.14,0.11,176,34,23,,,,,,,,,,,23,0.14,0.11,,34,0.14,0.11,,23,34,176,,811,34,23
812,0.14,0.11,168,34,25,,,,,,,,,,,25,0.14,0.11,,34,0.14,0.11,,25,34,168,,812,34,25
813,0.14,0.12,160,34,27,,,,,,,,,,,27,0.14,0.12,,34,0.14,0.12,,27,34,160,,813,34,27
814,0.13,0.12,157,34,29,,,,,,,,,,,29,0.13,0.12,,34,0.13,0.12,,29,34,157,,814,34,29
815,0.13,0.13,152,34,31,,,,,,,,,,,31,0.13,0.13,,34,0.13,0.13,,31,34,152,,815,34,31
816,0.13,0.13,147,34,33,,,,,,,,,,,33,0.13,0.13,,34,0.13,0.13,,33,34,147,,816,34,33
817,0.13,0.14,141,34,35,,,,,,,,,,,35,0.13,0.14,,34,0.13,0.14,,35,34,141,,817,34,35
818,0.12,0.14,137,34,37,,,,,,,,,,,37,0.12,0.14,,34,0.12,0.14,,37,34,137,,818,34,37
819,0.12,0.15,134,34,39,,,,,,,,,,,39,0.12,0.15,,34,0.12,0.15,,39,34,134,,819,34,39
820,0.12,0.15,132,34,41,,,,,,,,,,,41,0.12,0.15,,34,0.12,0.15,,41,34,132,,820,34,41
821,0.12,0.15,125,34,43,,,,,,,,,,,43,0.12,0.15,,34,0.12,0.15,,43,34,125,,821,34,43
822,0.12,0.16,122,34,45,,,,,,,,,,,45,0.12,0.16,,34,0.12,0.16,,45,34,122,,822,34,45
