,Precision,Recall,Zeroed,NmrNeighbors,NmrRecommendations,,Value,,,,,,,,,NmrRecommendations,Precision,Recall,,NmrNeighbors,Precision,Recall,,NmrRecommendations,NmrNeighbors,Zeroed,,,NmrNeighbors,NmrRecommendations
1268,0.13,0.15,127,52,37,,,,,,,,,,,37,0.13,0.15,,52,0.13,0.15,,37,52,127,,1268,52,37
1269,0.12,0.15,125,52,39,,,,,,,,,,,39,0.12,0.15,,52,0.12,0.15,,39,52,125,,1269,52,39
1270,0.12,0.16,119,52,41,,,,,,,,,,,41,0.12,0.16,,52,0.12,0.16,,41,52,119,,1270,52,41
1271,0.12,0.16,114,52,43,,,,,,,,,,,43,0.12,0.16,,52,0.12,0.16,,43,52,114,,1271,52,43
1272,0.12,0.17,113,52,45,,,,,,,,,,,45,0.12,0.17,,52,0.12,0.17,,45,52,113,,1272,52,45
1273,0.12,0.17,109,52,47,,,,,,,,,,,47,0.12,0.17,,52,0.12,0.17,,47,52,109,,1273,52,47
1274,0.11,0.17,107,52,49,,,,,,,,,,,49,0.11,0.17,,52,0.11,0.17,,49,52,107,,1274,52,49
1275,0.11,0.18,104,52,51,,,,,,,,,,,51,0.11,0.18,,52,0.11,0.18,,51,52,104,,1275,52,51
1276,0.11,0.18,102,52,53,,,,,,,,,,,53,0.11,0.18,,52,0.11,0.18,,53,52,102,,1276,52,53
1277,0.11,0.19,99,52,55,,,,,,,,,,,55,0.11,0.19,,52,0.11,0.19,,55,52,99,,1277,52,55
1278,0.11,0.19,99,52,57,,,,,,,,,,,57,0.11,0.19,,52,0.11,0.19,,57,52,99,,1278,52,57
1279,0.11,0.19,97,52,59,,,,,,,,,,,59,0.11,0.19,,52,0.11,0.19,,59,52,97,,1279,52,59
1280,0.1,0.19,97,52,61,,,,,,,,,,,61,0.1,0.19,,52,0.1,0.19,,61,52,97,,1280,52,61
1281,0.1,0.2,97,52,63,,,,,,,,,,,63,0.1,0.2,,52,0.1,0.2,,63,52,97,,1281,52,63
1282,0.1,0.2,96,52,65,,,,,,,,,,,65,0.1,0.2,,52,0.1,0.2,,65,52,96,,1282,52,65
1283,0.1,0.2,93,52,67,,,,,,,,,,,67,0.1,0.2,,52,0.1,0.2,,67,52,93,,1283,52,67
1284,0.1,0.2,93,52,69,,,,,,,,,,,69,0.1,0.2,,52,0.1,0.2,,69,52,93,,1284,52,69
1285,0.1,0.21,92,52,71,,,,,,,,,,,71,0.1,0.21,,52,0.1,0.21,,71,52,92,,1285,52,71
1286,0.1,0.21,92,52,73,,,,,,,,,,,73,0.1,0.21,,52,0.1,0.21,,73,52,92,,1286,52,73
1287,0.09,0.21,89,52,75,,,,,,,,,,,75,0.09,0.21,,52,0.09,0.21,,75,52,89,,1287,52,75
1288,0.09,0.22,84,52,77,,,,,,,,,,,77,0.09,0.22,,52,0.09,0.22,,77,52,84,,1288,52,77
1289,0.09,0.22,83,52,79,,,,,,,,,,,79,0.09,0.22,,52,0.09,0.22,,79,52,83,,1289,52,79
1290,0.09,0.23,80,52,81,,,,,,,,,,,81,0.09,0.23,,52,0.09,0.23,,81,52,80,,1290,52,81
1291,0.09,0.23,79,52,83,,,,,,,,,,,83,0.09,0.23,,52,0.09,0.23,,83,52,79,,1291,52,83
1292,0.09,0.23,76,52,85,,,,,,,,,,,85,0.09,0.23,,52,0.09,0.23,,85,52,76,,1292,52,85
1293,0.09,0.24,75,52,87,,,,,,,,,,,87,0.09,0.24,,52,0.09,0.24,,87,52,75,,1293,52,87
1294,0.09,0.24,74,52,89,,,,,,,,,,,89,0.09,0.24,,52,0.09,0.24,,89,52,74,,1294,52,89
1295,0.09,0.25,71,52,91,,,,,,,,,,,91,0.09,0.25,,52,0.09,0.25,,91,52,71,,1295,52,91
1296,0.09,0.25,69,52,93,,,,,,,,,,,93,0.09,0.25,,52,0.09,0.25,,93,52,69,,1296,52,93
1297,0.09,0.26,66,52,95,,,,,,,,,,,95,0.09,0.26,,52,0.09,0.26,,95,52,66,,1297,52,95
1298,0.09,0.26,64,52,97,,,,,,,,,,,97,0.09,0.26,,52,0.09,0.26,,97,52,64,,1298,52,97
1299,0.09,0.27,63,52,99,,,,,,,,,,,99,0.09,0.27,,52,0.09,0.27,,99,52,63,,1299,52,99
1300,0.28,0.01,677,54,1,,,,,,,,,,,1,0.28,0.01,,54,0.28,0.01,,1,54,677,,1300,54,1
1301,0.27,0.03,449,54,3,,,,,,,,,,,3,0.27,0.03,,54,0.27,0.03,,3,54,449,,1301,54,3
1302,0.24,0.04,359,54,5,,,,,,,,,,,5,0.24,0.04,,54,0.24,0.04,,5,54,359,,1302,54,5
1303,0.22,0.06,302,54,7,,,,,,,,,,,7,0.22,0.06,,54,0.22,0.06,,7,54,302,,1303,54,7
1304,0.2,0.06,263,54,9,,,,,,,,,,,9,0.2,0.06,,54,0.2,0.06,,9,54,263,,1304,54,9
1305,0.19,0.07,240,54,11,,,,,,,,,,,11,0.19,0.07,,54,0.19,0.07,,11,54,240,,1305,54,11
1306,0.19,0.08,220,54,13,,,,,,,,,,,13,0.19,0.08,,54,0.19,0.08,,13,54,220,,1306,54,13
1307,0.18,0.09,206,54,15,,,,,,,,,,,15,0.18,0.09,,54,0.18,0.09,,15,54,206,,1307,54,15
1308,0.17,0.1,188,54,17,,,,,,,,,,,17,0.17,0.1,,54,0.17,0.1,,17,54,188,,1308,54,17
1309,0.16,0.1,178,54,19,,,,,,,,,,,19,0.16,0.1,,54,0.16,0.1,,19,54,178,,1309,54,19
1310,0.16,0.11,169,54,21,,,,,,,,,,,21,0.16,0.11,,54,0.16,0.11,,21,54,169,,1310,54,21
1311,0.15,0.11,166,54,23,,,,,,,,,,,23,0.15,0.11,,54,0.15,0.11,,23,54,166,,1311,54,23
1312,0.15,0.12,158,54,25,,,,,,,,,,,25,0.15,0.12,,54,0.15,0.12,,25,54,158,,1312,54,25
1313,0.14,0.13,145,54,27,,,,,,,,,,,27,0.14,0.13,,54,0.14,0.13,,27,54,145,,1313,54,27
1314,0.14,0.13,140,54,29,,,,,,,,,,,29,0.14,0.13,,54,0.14,0.13,,29,54,140,,1314,54,29
1315,0.14,0.14,136,54,31,,,,,,,,,,,31,0.14,0.14,,54,0.14,0.14,,31,54,136,,1315,54,31
1316,0.13,0.14,134,54,33,,,,,,,,,,,33,0.13,0.14,,54,0.13,0.14,,33,54,134,,1316,54,33
1317,0.13,0.15,130,54,35,,,,,,,,,,,35,0.13,0.15,,54,0.13,0.15,,35,54,130,,1317,54,35
1318,0.13,0.15,127,54,37,,,,,,,,,,,37,0.13,0.15,,54,0.13,0.15,,37,54,127,,1318,54,37
1319,0.12,0.15,126,54,39,,,,,,,,,,,39,0.12,0.15,,54,0.12,0.15,,39,54,126,,1319,54,39
1320,0.12,0.16,120,54,41,,,,,,,,,,,41,0.12,0.16,,54,0.12,0.16,,41,54,120,,1320,54,41
1321,0.12,0.16,117,54,43,,,,,,,,,,,43,0.12,0.16,,54,0.12,0.16,,43,54,117,,1321,54,43
1322,0.12,0.17,113,54,45,,,,,,,,,,,45,0.12,0.17,,54,0.12,0.17,,45,54,113,,1322,54,45
1323,0.12,0.17,111,54,47,,,,,,,,,,,47,0.12,0.17,,54,0.12,0.17,,47,54,111,,1323,54,47
1324,0.11,0.17,110,54,49,,,,,,,,,,,49,0.11,0.17,,54,0.11,0.17,,49,54,110,,1324,54,49
1325,0.11,0.18,107,54,51,,,,,,,,,,,51,0.11,0.18,,54,0.11,0.18,,51,54,107,,1325,54,51
1326,0.11,0.18,107,54,53,,,,,,,,,,,53,0.11,0.18,,54,0.11,0.18,,53,54,107,,1326,54,53
1327,0.11,0.18,105,54,55,,,,,,,,,,,55,0.11,0.18,,54,0.11,0.18,,55,54,105,,1327,54,55
1328,0.11,0.19,102,54,57,,,,,,,,,,,57,0.11,0.19,,54,0.11,0.19,,57,54,102,,1328,54,57
1329,0.1,0.19,98,54,59,,,,,,,,,,,59,0.1,0.19,,54,0.1,0.19,,59,54,98,,1329,54,59
1330,0.1,0.19,98,54,61,,,,,,,,,,,61,0.1,0.19,,54,0.1,0.19,,61,54,98,,1330,54,61
1331,0.1,0.2,97,54,63,,,,,,,,,,,63,0.1,0.2,,54,0.1,0.2,,63,54,97,,1331,54,63
1332,0.1,0.2,95,54,65,,,,,,,,,,,65,0.1,0.2,,54,0.1,0.2,,65,54,95,,1332,54,65
1333,0.1,0.2,92,54,67,,,,,,,,,,,67,0.1,0.2,,54,0.1,0.2,,67,54,92,,1333,54,67
1334,0.1,0.21,92,54,69,,,,,,,,,,,69,0.1,0.21,,54,0.1,0.21,,69,54,92,,1334,54,69
1335,0.1,0.21,91,54,71,,,,,,,,,,,71,0.1,0.21,,54,0.1,0.21,,71,54,91,,1335,54,71
1336,0.1,0.21,90,54,73,,,,,,,,,,,73,0.1,0.21,,54,0.1,0.21,,73,54,90,,1336,54,73
1337,0.09,0.21,90,54,75,,,,,,,,,,,75,0.09,0.21,,54,0.09,0.21,,75,54,90,,1337,54,75
1338,0.09,0.22,88,54,77,,,,,,,,,,,77,0.09,0.22,,54,0.09,0.22,,77,54,88,,1338,54,77
1339,0.09,0.22,86,54,79,,,,,,,,,,,79,0.09,0.22,,54,0.09,0.22,,79,54,86,,1339,54,79
1340,0.09,0.23,84,54,81,,,,,,,,,,,81,0.09,0.23,,54,0.09,0.23,,81,54,84,,1340,54,81
1341,0.09,0.23,82,54,83,,,,,,,,,,,83,0.09,0.23,,54,0.09,0.23,,83,54,82,,1341,54,83
1342,0.09,0.23,82,54,85,,,,,,,,,,,85,0.09,0.23,,54,0.09,0.23,,85,54,82,,1342,54,85
1343,0.09,0.24,80,54,87,,,,,,,,,,,87,0.09,0.24,,54,0.09,0.24,,87,54,80,,1343,54,87
1344,0.09,0.24,79,54,89,,,,,,,,,,,89,0.09,0.24,,54,0.09,0.24,,89,54,79,,1344,54,89
1345,0.09,0.24,77,54,91,,,,,,,,,,,91,0.09,0.24,,54,0.09,0.24,,91,54,77,,1345,54,91
1346,0.09,0.25,74,54,93,,,,,,,,,,,93,0.09,0.25,,54,0.09,0.25,,93,54,74,,1346,54,93
1347,0.09,0.25,72,54,95,,,,,,,,,,,95,0.09,0.25,,54,0.09,0.25,,95,54,72,,1347,54,95
1348,0.09,0.26,72,54,97,,,,,,,,,,,97,0.09,0.26,,54,0.09,0.26,,97,54,72,,1348,54,97
1349,0.09,0.26,71,54,99,,,,,,,,,,,99,0.09,0.26,,54,0.09,0.26,,99,54,71,,1349,54,99
1350,0.3,0.01,662,56,1,,,,,,,,,,,1,0.3,0.01,,56,0.3,0.01,,1,56,662,,1350,56,1
1351,0.26,0.03,454,56,3,,,,,,,,,,,3,0.26,0.03,,56,0.26,0.03,,3,56,454,,1351,56,3
1352,0.24,0.04,366,56,5,,,,,,,,,,,5,0.24,0.04,,56,0.24,0.04,,5,56,366,,1352,56,5
1353,0.21,0.05,314,56,7,,,,,,,,,,,7,0.21,0.05,,56,0.21,0.05,,7,56,314,,1353,56,7
1354,0.2,0.06,269,56,9,,,,,,,,,,,9,0.2,0.06,,56,0.2,0.06,,9,56,269,,1354,56,9
1355,0.2,0.07,240,56,11,,,,,,,,,,,11,0.2,0.07,,56,0.2,0.07,,11,56,240,,1355,56,11
1356,0.19,0.08,222,56,13,,,,,,,,,,,13,0.19,0.08,,56,0.19,0.08,,13,56,222,,1356,56,13
1357,0.18,0.09,198,56,15,,,,,,,,,,,15,0.18,0.09,,56,0.18,0.09,,15,56,198,,1357,56,15
1358,0.17,0.1,182,56,17,,,,,,,,,,,17,0.17,0.1,,56,0.17,0.1,,17,56,182,,1358,56,17
1359,0.17,0.1,174,56,19,,,,,,,,,,,19,0.17,0.1,,56,0.17,0.1,,19,56,174,,1359,56,19
1360,0.16,0.11,169,56,21,,,,,,,,,,,21,0.16,0.11,,56,0.16,0.11,,21,56,169,,1360,56,21
1361,0.15,0.11,160,56,23,,,,,,,,,,,23,0.15,0.11,,56,0.15,0.11,,23,56,160,,1361,56,23
1362,0.15,0.12,154,56,25,,,,,,,,,,,25,0.15,0.12,,56,0.15,0.12,,25,56,154,,1362,56,25
1363,0.15,0.12,147,56,27,,,,,,,,,,,27,0.15,0.12,,56,0.15,0.12,,27,56,147,,1363,56,27
1364,0.14,0.13,141,56,29,,,,,,,,,,,29,0.14,0.13,,56,0.14,0.13,,29,56,141,,1364,56,29
1365,0.14,0.14,136,56,31,,,,,,,,,,,31,0.14,0.14,,56,0.14,0.14,,31,56,136,,1365,56,31
1366,0.14,0.14,131,56,33,,,,,,,,,,,33,0.14,0.14,,56,0.14,0.14,,33,56,131,,1366,56,33
1367,0.13,0.14,127,56,35,,,,,,,,,,,35,0.13,0.14,,56,0.13,0.14,,35,56,127,,1367,56,35
1368,0.13,0.15,124,56,37,,,,,,,,,,,37,0.13,0.15,,56,0.13,0.15,,37,56,124,,1368,56,37
1369,0.13,0.15,121,56,39,,,,,,,,,,,39,0.13,0.15,,56,0.13,0.15,,39,56,121,,1369,56,39
1370,0.12,0.16,121,56,41,,,,,,,,,,,41,0.12,0.16,,56,0.12,0.16,,41,56,121,,1370,56,41
1371,0.12,0.16,117,56,43,,,,,,,,,,,43,0.12,0.16,,56,0.12,0.16,,43,56,117,,1371,56,43
1372,0.12,0.17,111,56,45,,,,,,,,,,,45,0.12,0.17,,56,0.12,0.17,,45,56,111,,1372,56,45
1373,0.12,0.17,108,56,47,,,,,,,,,,,47,0.12,0.17,,56,0.12,0.17,,47,56,108,,1373,56,47
1374,0.11,0.17,105,56,49,,,,,,,,,,,49,0.11,0.17,,56,0.11,0.17,,49,56,105,,1374,56,49
1375,0.11,0.18,103,56,51,,,,,,,,,,,51,0.11,0.18,,56,0.11,0.18,,51,56,103,,1375,56,51
1376,0.11,0.18,99,56,53,,,,,,,,,,,53,0.11,0.18,,56,0.11,0.18,,53,56,99,,1376,56,53
1377,0.11,0.18,98,56,55,,,,,,,,,,,55,0.11,0.18,,56,0.11,0.18,,55,56,98,,1377,56,55
1378,0.11,0.19,95,56,57,,,,,,,,,,,57,0.11,0.19,,56,0.11,0.19,,57,56,95,,1378,56,57
1379,0.11,0.19,92,56,59,,,,,,,,,,,59,0.11,0.19,,56,0.11,0.19,,59,56,92,,1379,56,59
1380,0.1,0.19,91,56,61,,,,,,,,,,,61,0.1,0.19,,56,0.1,0.19,,61,56,91,,1380,56,61
1381,0.1,0.2,90,56,63,,,,,,,,,,,63,0.1,0.2,,56,0.1,0.2,,63,56,90,,1381,56,63
1382,0.1,0.2,85,56,65,,,,,,,,,,,65,0.1,0.2,,56,0.1,0.2,,65,56,85,,1382,56,65
1383,0.1,0.2,84,56,67,,,,,,,,,,,67,0.1,0.2,,56,0.1,0.2,,67,56,84,,1383,56,67
1384,0.1,0.21,84,56,69,,,,,,,,,,,69,0.1,0.21,,56,0.1,0.21,,69,56,84,,1384,56,69
1385,0.1,0.21,83,56,71,,,,,,,,,,,71,0.1,0.21,,56,0.1,0.21,,71,56,83,,1385,56,71
1386,0.1,0.21,82,56,73,,,,,,,,,,,73,0.1,0.21,,56,0.1,0.21,,73,56,82,,1386,56,73
1387,0.1,0.21,82,56,75,,,,,,,,,,,75,0.1,0.21,,56,0.1,0.21,,75,56,82,,1387,56,75
1388,0.09,0.22,81,56,77,,,,,,,,,,,77,0.09,0.22,,56,0.09,0.22,,77,56,81,,1388,56,77
1389,0.09,0.22,79,56,79,,,,,,,,,,,79,0.09,0.22,,56,0.09,0.22,,79,56,79,,1389,56,79
1390,0.09,0.22,78,56,81,,,,,,,,,,,81,0.09,0.22,,56,0.09,0.22,,81,56,78,,1390,56,81
1391,0.09,0.23,78,56,83,,,,,,,,,,,83,0.09,0.23,,56,0.09,0.23,,83,56,78,,1391,56,83
1392,0.09,0.23,78,56,85,,,,,,,,,,,85,0.09,0.23,,56,0.09,0.23,,85,56,78,,1392,56,85
1393,0.09,0.23,75,56,87,,,,,,,,,,,87,0.09,0.23,,56,0.09,0.23,,87,56,75,,1393,56,87
1394,0.09,0.24,71,56,89,,,,,,,,,,,89,0.09,0.24,,56,0.09,0.24,,89,56,71,,1394,56,89
1395,0.09,0.24,69,56,91,,,,,,,,,,,91,0.09,0.24,,56,0.09,0.24,,91,56,69,,1395,56,91
1396,0.09,0.25,65,56,93,,,,,,,,,,,93,0.09,0.25,,56,0.09,0.25,,93,56,65,,1396,56,93
1397,0.09,0.25,62,56,95,,,,,,,,,,,95,0.09,0.25,,56,0.09,0.25,,95,56,62,,1397,56,95
1398,0.09,0.26,61,56,97,,,,,,,,,,,97,0.09,0.26,,56,0.09,0.26,,97,56,61,,1398,56,97
1399,0.09,0.26,59,56,99,,,,,,,,,,,99,0.09,0.26,,56,0.09,0.26,,99,56,59,,1399,56,99
1400,0.3,0.01,661,58,1,,,,,,,,,,,1,0.3,0.01,,58,0.3,0.01,,1,58,661,,1400,58,1
1401,0.27,0.03,454,58,3,,,,,,,,,,,3,0.27,0.03,,58,0.27,0.03,,3,58,454,,1401,58,3
1402,0.24,0.04,355,58,5,,,,,,,,,,,5,0.24,0.04,,58,0.24,0.04,,5,58,355,,1402,58,5
1403,0.22,0.05,306,58,7,,,,,,,,,,,7,0.22,0.05,,58,0.22,0.05,,7,58,306,,1403,58,7
1404,0.21,0.06,264,58,9,,,,,,,,,,,9,0.21,0.06,,58,0.21,0.06,,9,58,264,,1404,58,9
1405,0.2,0.07,230,58,11,,,,,,,,,,,11,0.2,0.07,,58,0.2,0.07,,11,58,230,,1405,58,11
1406,0.19,0.08,218,58,13,,,,,,,,,,,13,0.19,0.08,,58,0.19,0.08,,13,58,218,,1406,58,13
1407,0.18,0.09,202,58,15,,,,,,,,,,,15,0.18,0.09,,58,0.18,0.09,,15,58,202,,1407,58,15
1408,0.17,0.1,192,58,17,,,,,,,,,,,17,0.17,0.1,,58,0.17,0.1,,17,58,192,,1408,58,17
1409,0.17,0.1,185,58,19,,,,,,,,,,,19,0.17,0.1,,58,0.17,0.1,,19,58,185,,1409,58,19
1410,0.16,0.11,171,58,21,,,,,,,,,,,21,0.16,0.11,,58,0.16,0.11,,21,58,171,,1410,58,21
1411,0.16,0.11,165,58,23,,,,,,,,,,,23,0.16,0.11,,58,0.16,0.11,,23,58,165,,1411,58,23
1412,0.15,0.12,160,58,25,,,,,,,,,,,25,0.15,0.12,,58,0.15,0.12,,25,58,160,,1412,58,25
1413,0.15,0.13,153,58,27,,,,,,,,,,,27,0.15,0.13,,58,0.15,0.13,,27,58,153,,1413,58,27
1414,0.14,0.13,147,58,29,,,,,,,,,,,29,0.14,0.13,,58,0.14,0.13,,29,58,147,,1414,58,29
1415,0.14,0.14,140,58,31,,,,,,,,,,,31,0.14,0.14,,58,0.14,0.14,,31,58,140,,1415,58,31
1416,0.14,0.14,137,58,33,,,,,,,,,,,33,0.14,0.14,,58,0.14,0.14,,33,58,137,,1416,58,33
1417,0.13,0.15,134,58,35,,,,,,,,,,,35,0.13,0.15,,58,0.13,0.15,,35,58,134,,1417,58,35
1418,0.13,0.15,131,58,37,,,,,,,,,,,37,0.13,0.15,,58,0.13,0.15,,37,58,131,,1418,58,37
1419,0.13,0.15,130,58,39,,,,,,,,,,,39,0.13,0.15,,58,0.13,0.15,,39,58,130,,1419,58,39
1420,0.12,0.16,123,58,41,,,,,,,,,,,41,0.12,0.16,,58,0.12,0.16,,41,58,123,,1420,58,41
1421,0.12,0.16,119,58,43,,,,,,,,,,,43,0.12,0.16,,58,0.12,0.16,,43,58,119,,1421,58,43
1422,0.12,0.17,114,58,45,,,,,,,,,,,45,0.12,0.17,,58,0.12,0.17,,45,58,114,,1422,58,45
1423,0.12,0.17,110,58,47,,,,,,,,,,,47,0.12,0.17,,58,0.12,0.17,,47,58,110,,1423,58,47
1424,0.12,0.18,108,58,49,,,,,,,,,,,49,0.12,0.18,,58,0.12,0.18,,49,58,108,,1424,58,49
1425,0.11,0.18,106,58,51,,,,,,,,,,,51,0.11,0.18,,58,0.11,0.18,,51,58,106,,1425,58,51
1426,0.11,0.18,100,58,53,,,,,,,,,,,53,0.11,0.18,,58,0.11,0.18,,53,58,100,,1426,58,53
1427,0.11,0.19,99,58,55,,,,,,,,,,,55,0.11,0.19,,58,0.11,0.19,,55,58,99,,1427,58,55
1428,0.11,0.19,98,58,57,,,,,,,,,,,57,0.11,0.19,,58,0.11,0.19,,57,58,98,,1428,58,57
1429,0.11,0.19,94,58,59,,,,,,,,,,,59,0.11,0.19,,58,0.11,0.19,,59,58,94,,1429,58,59
1430,0.1,0.2,93,58,61,,,,,,,,,,,61,0.1,0.2,,58,0.1,0.2,,61,58,93,,1430,58,61
1431,0.1,0.2,91,58,63,,,,,,,,,,,63,0.1,0.2,,58,0.1,0.2,,63,58,91,,1431,58,63
1432,0.1,0.2,90,58,65,,,,,,,,,,,65,0.1,0.2,,58,0.1,0.2,,65,58,90,,1432,58,65
1433,0.1,0.21,84,58,67,,,,,,,,,,,67,0.1,0.21,,58,0.1,0.21,,67,58,84,,1433,58,67
1434,0.1,0.21,83,58,69,,,,,,,,,,,69,0.1,0.21,,58,0.1,0.21,,69,58,83,,1434,58,69
1435,0.1,0.21,81,58,71,,,,,,,,,,,71,0.1,0.21,,58,0.1,0.21,,71,58,81,,1435,58,71
1436,0.1,0.21,79,58,73,,,,,,,,,,,73,0.1,0.21,,58,0.1,0.21,,73,58,79,,1436,58,73
1437,0.1,0.22,78,58,75,,,,,,,,,,,75,0.1,0.22,,58,0.1,0.22,,75,58,78,,1437,58,75
1438,0.09,0.22,75,58,77,,,,,,,,,,,77,0.09,0.22,,58,0.09,0.22,,77,58,75,,1438,58,77
1439,0.09,0.22,75,58,79,,,,,,,,,,,79,0.09,0.22,,58,0.09,0.22,,79,58,75,,1439,58,79
1440,0.09,0.23,73,58,81,,,,,,,,,,,81,0.09,0.23,,58,0.09,0.23,,81,58,73,,1440,58,81
1441,0.09,0.23,71,58,83,,,,,,,,,,,83,0.09,0.23,,58,0.09,0.23,,83,58,71,,1441,58,83
1442,0.09,0.23,69,58,85,,,,,,,,,,,85,0.09,0.23,,58,0.09,0.23,,85,58,69,,1442,58,85
1443,0.09,0.24,67,58,87,,,,,,,,,,,87,0.09,0.24,,58,0.09,0.24,,87,58,67,,1443,58,87
1444,0.09,0.24,67,58,89,,,,,,,,,,,89,0.09,0.24,,58,0.09,0.24,,89,58,67,,1444,58,89
1445,0.09,0.25,66,58,91,,,,,,,,,,,91,0.09,0.25,,58,0.09,0.25,,91,58,66,,1445,58,91
1446,0.09,0.25,65,58,93,,,,,,,,,,,93,0.09,0.25,,58,0.09,0.25,,93,58,65,,1446,58,93
1447,0.09,0.25,62,58,95,,,,,,,,,,,95,0.09,0.25,,58,0.09,0.25,,95,58,62,,1447,58,95
1448,0.09,0.26,61,58,97,,,,,,,,,,,97,0.09,0.26,,58,0.09,0.26,,97,58,61,,1448,58,97
1449,0.09,0.26,61,58,99,,,,,,,,,,,99,0.09,0.26,,58,0.09,0.26,,99,58,61,,1449,58,99
1450,0.3,0.01,660,60,1,,,,,,,,,,,1,0.3,0.01,,60,0.3,0.01,,1,60,660,,1450,60,1
1451,0.27,0.03,440,60,3,,,,,,,,,,,3,0.27,0.03,,60,0.27,0.03,,3,60,440,,1451,60,3
1452,0.24,0.05,349,60,5,,,,,,,,,,,5,0.24,0.05,,60,0.24,0.05,,5,60,349,,1452,60,5
1453,0.23,0.06,289,60,7,,,,,,,,,,,7,0.23,0.06,,60,0.23,0.06,,7,60,289,,1453,60,7
1454,0.21,0.07,255,60,9,,,,,,,,,,,9,0.21,0.07,,60,0.21,0.07,,9,60,255,,1454,60,9
1455,0.2,0.07,229,60,11,,,,,,,,,,,11,0.2,0.07,,60,0.2,0.07,,11,60,229,,1455,60,11
1456,0.19,0.08,211,60,13,,,,,,,,,,,13,0.19,0.08,,60,0.19,0.08,,13,60,211,,1456,60,13
1457,0.18,0.09,197,60,15,,,,,,,,,,,15,0.18,0.09,,60,0.18,0.09,,15,60,197,,1457,60,15
1458,0.17,0.1,186,60,17,,,,,,,,,,,17,0.17,0.1,,60,0.17,0.1,,17,60,186,,1458,60,17
1459,0.17,0.1,176,60,19,,,,,,,,,,,19,0.17,0.1,,60,0.17,0.1,,19,60,176,,1459,60,19
1460,0.16,0.11,164,60,21,,,,,,,,,,,21,0.16,0.11,,60,0.16,0.11,,21,60,164,,1460,60,21
1461,0.16,0.12,159,60,23,,,,,,,,,,,23,0.16,0.12,,60,0.16,0.12,,23,60,159,,1461,60,23
1462,0.15,0.12,157,60,25,,,,,,,,,,,25,0.15,0.12,,60,0.15,0.12,,25,60,157,,1462,60,25
1463,0.15,0.13,152,60,27,,,,,,,,,,,27,0.15,0.13,,60,0.15,0.13,,27,60,152,,1463,60,27
1464,0.14,0.13,147,60,29,,,,,,,,,,,29,0.14,0.13,,60,0.14,0.13,,29,60,147,,1464,60,29
1465,0.14,0.14,143,60,31,,,,,,,,,,,31,0.14,0.14,,60,0.14,0.14,,31,60,143,,1465,60,31
1466,0.14,0.14,138,60,33,,,,,,,,,,,33,0.14,0.14,,60,0.14,0.14,,33,60,138,,1466,60,33
1467,0.13,0.15,133,60,35,,,,,,,,,,,35,0.13,0.15,,60,0.13,0.15,,35,60,133,,1467,60,35
1468,0.13,0.15,130,60,37,,,,,,,,,,,37,0.13,0.15,,60,0.13,0.15,,37,60,130,,1468,60,37
1469,0.13,0.16,129,60,39,,,,,,,,,,,39,0.13,0.16,,60,0.13,0.16,,39,60,129,,1469,60,39
1470,0.12,0.16,123,60,41,,,,,,,,,,,41,0.12,0.16,,60,0.12,0.16,,41,60,123,,1470,60,41
1471,0.12,0.16,119,60,43,,,,,,,,,,,43,0.12,0.16,,60,0.12,0.16,,43,60,119,,1471,60,43
1472,0.12,0.17,116,60,45,,,,,,,,,,,45,0.12,0.17,,60,0.12,0.17,,45,60,116,,1472,60,45
1473,0.12,0.17,111,60,47,,,,,,,,,,,47,0.12,0.17,,60,0.12,0.17,,47,60,111,,1473,60,47
1474,0.12,0.18,106,60,49,,,,,,,,,,,49,0.12,0.18,,60,0.12,0.18,,49,60,106,,1474,60,49
1475,0.11,0.18,104,60,51,,,,,,,,,,,51,0.11,0.18,,60,0.11,0.18,,51,60,104,,1475,60,51
1476,0.11,0.18,100,60,53,,,,,,,,,,,53,0.11,0.18,,60,0.11,0.18,,53,60,100,,1476,60,53
1477,0.11,0.19,98,60,55,,,,,,,,,,,55,0.11,0.19,,60,0.11,0.19,,55,60,98,,1477,60,55
1478,0.11,0.19,97,60,57,,,,,,,,,,,57,0.11,0.19,,60,0.11,0.19,,57,60,97,,1478,60,57
1479,0.11,0.19,95,60,59,,,,,,,,,,,59,0.11,0.19,,60,0.11,0.19,,59,60,95,,1479,60,59
1480,0.1,0.2,93,60,61,,,,,,,,,,,61,0.1,0.2,,60,0.1,0.2,,61,60,93,,1480,60,61
1481,0.1,0.2,90,60,63,,,,,,,,,,,63,0.1,0.2,,60,0.1,0.2,,63,60,90,,1481,60,63
1482,0.1,0.2,87,60,65,,,,,,,,,,,65,0.1,0.2,,60,0.1,0.2,,65,60,87,,1482,60,65
1483,0.1,0.21,85,60,67,,,,,,,,,,,67,0.1,0.21,,60,0.1,0.21,,67,60,85,,1483,60,67
1484,0.1,0.21,82,60,69,,,,,,,,,,,69,0.1,0.21,,60,0.1,0.21,,69,60,82,,1484,60,69
1485,0.1,0.21,79,60,71,,,,,,,,,,,71,0.1,0.21,,60,0.1,0.21,,71,60,79,,1485,60,71
1486,0.1,0.21,78,60,73,,,,,,,,,,,73,0.1,0.21,,60,0.1,0.21,,73,60,78,,1486,60,73
1487,0.09,0.22,77,60,75,,,,,,,,,,,75,0.09,0.22,,60,0.09,0.22,,75,60,77,,1487,60,75
